epoch,weightx,weighty,std,loss_pi
0,-0.75,0.75,-0.5,227.1521759033203
1,-0.7509999871253967,0.7490000128746033,-0.5,227.1521759033203
101,-0.7580674886703491,0.722058117389679,-0.5,213.75543212890625
201,-0.7540671825408936,0.7172470688819885,-0.5,210.57965087890625
301,-0.7343634963035583,0.7296841144561768,-0.5,225.44229125976562
401,-0.7403035163879395,0.7161127328872681,-0.5,200.6389617919922
501,-0.7449039220809937,0.7017493844032288,-0.5,184.38002014160156
601,-0.7257709503173828,0.703441321849823,-0.5,162.8898162841797
701,-0.7154271602630615,0.6978097558021545,-0.5,201.9301300048828
801,-0.7151154279708862,0.6900585293769836,-0.5,146.9600830078125
901,-0.7152329683303833,0.6818488836288452,-0.5,196.79600524902344
1001,-0.7058020234107971,0.6897466778755188,-0.5,173.35108947753906
1101,-0.6913554668426514,0.6788496971130371,-0.5,194.6589813232422
1201,-0.6853466629981995,0.6719039678573608,-0.5,155.2462158203125
1301,-0.6884020566940308,0.6632773280143738,-0.5,149.99105834960938
1401,-0.680726170539856,0.6650773286819458,-0.5,176.18359375
1501,-0.6766588687896729,0.6616683006286621,-0.5,174.5728759765625
1601,-0.6669111847877502,0.6679026484489441,-0.5,193.53933715820312
1701,-0.6448804140090942,0.6686998009681702,-0.5,181.191650390625
1801,-0.6226210594177246,0.6805118918418884,-0.5,189.63043212890625
1901,-0.6228148341178894,0.6631636023521423,-0.5,175.6385040283203
2001,-0.6150400638580322,0.6597429513931274,-0.5,152.64523315429688
2101,-0.6048461198806763,0.65185546875,-0.5,163.88902282714844
2201,-0.600635826587677,0.6417632699012756,-0.5,115.8252182006836
2301,-0.5926362872123718,0.6398584246635437,-0.5,156.61341857910156
2401,-0.5797809958457947,0.614780843257904,-0.5,98.3749008178711
2501,-0.5694351196289062,0.61237633228302,-0.5,99.57518768310547
2601,-0.5611857771873474,0.6085484623908997,-0.5,148.67239379882812
2701,-0.5572944283485413,0.6135419011116028,-0.5,90.83021545410156
2801,-0.5563867688179016,0.5990585088729858,-0.5,107.30371856689453
2901,-0.5540691614151001,0.5912259221076965,-0.5,148.71315002441406
3001,-0.5497371554374695,0.5787054896354675,-0.5,118.4330062866211
3101,-0.5408547520637512,0.5652236938476562,-0.5,86.74850463867188
3201,-0.5268065929412842,0.5536605715751648,-0.5,105.35588836669922
3301,-0.5226137042045593,0.5451732873916626,-0.5,106.89234924316406
3401,-0.5129127502441406,0.5465283989906311,-0.5,67.8455810546875
3501,-0.5112534761428833,0.531140148639679,-0.5,68.43253326416016
3601,-0.5095540285110474,0.5150925517082214,-0.5,85.68944549560547
3701,-0.5109193325042725,0.5006771087646484,-0.5,84.87255096435547
3801,-0.5057326555252075,0.48407676815986633,-0.5,78.38204193115234
3901,-0.48850709199905396,0.4949311316013336,-0.5,77.79844665527344
4001,-0.47794806957244873,0.4867764115333557,-0.5,77.60369873046875
4101,-0.48004013299942017,0.4551437795162201,-0.5,35.50575256347656
4201,-0.4682855010032654,0.45289963483810425,-0.5,70.19140625
4301,-0.472320020198822,0.4319837689399719,-0.5,67.40045166015625
4401,-0.46330714225769043,0.42198553681373596,-0.5,55.747554779052734
4501,-0.4530801475048065,0.4195025861263275,-0.5,39.63058853149414
4601,-0.4479966461658478,0.41187649965286255,-0.5,33.030670166015625
4701,-0.44515934586524963,0.4015520513057709,-0.5,23.72841453552246
4801,-0.4414885640144348,0.3904016315937042,-0.5,22.70962905883789
4901,-0.4309486448764801,0.37720146775245667,-0.5,25.413986206054688
5001,-0.42316901683807373,0.3680135905742645,-0.5,6.145760536193848
5101,-0.41276541352272034,0.36051881313323975,-0.5,26.6178035736084
5201,-0.4043728709220886,0.3495112657546997,-0.5,34.5361442565918
5301,-0.39808976650238037,0.3331293761730194,-0.5,9.199243545532227
5401,-0.3930230140686035,0.31244102120399475,-0.5,3.1333532333374023
5501,-0.3878588378429413,0.2944609820842743,-0.5,21.60605239868164
5601,-0.3819015920162201,0.27452826499938965,-0.5,9.085596084594727
5701,-0.3765486776828766,0.25185105204582214,-0.5,0.710693895816803
5801,-0.3714115023612976,0.2305862009525299,-0.5,-8.318718910217285
5901,-0.36639025807380676,0.2067851722240448,-0.5,3.350320339202881
6001,-0.3604043424129486,0.1916784644126892,-0.5,-25.00527000427246
6101,-0.35667726397514343,0.17295680940151215,-0.5,-31.809083938598633
6201,-0.353007972240448,0.143484428524971,-0.5,-2.670065402984619
6301,-0.349292516708374,0.11906620860099792,-0.5,-30.131072998046875
6401,-0.3454754650592804,0.09607168287038803,-0.5,-48.08989334106445
6501,-0.3443674147129059,0.07399292290210724,-0.5,-59.23944854736328
6601,-0.3428988754749298,0.05280608683824539,-0.5,-61.74531936645508
6701,-0.34120267629623413,0.04289258271455765,-0.5,-53.97165298461914
6801,-0.3413642346858978,0.023490192368626595,-0.5,-51.9267692565918
6901,-0.3411148488521576,0.012007485143840313,-0.5,-63.318016052246094
7001,-0.3397487998008728,-0.015468467958271503,-0.5,-65.50379180908203
7101,-0.33858993649482727,-0.03612867742776871,-0.5,-88.55899810791016
7201,-0.34256845712661743,-0.04942897707223892,-0.5,-69.08110809326172
7301,-0.34176212549209595,-0.06999228149652481,-0.5,-111.04312896728516
7401,-0.3412732183933258,-0.09602837264537811,-0.5,-90.38875579833984
7501,-0.3481667637825012,-0.10633749514818192,-0.5,-82.83075714111328
7601,-0.3473554849624634,-0.12579013407230377,-0.5,-111.15511322021484
7701,-0.3617194890975952,-0.13573724031448364,-0.5,-114.56838989257812
7801,-0.3629755973815918,-0.16447314620018005,-0.5,-131.03904724121094
7901,-0.3561028242111206,-0.1888856440782547,-0.5,-115.55077362060547
8001,-0.36218053102493286,-0.22029894590377808,-0.5,-117.17582702636719
8101,-0.3855541944503784,-0.22684483230113983,-0.5,-110.53435516357422
8201,-0.397758811712265,-0.2193021923303604,-0.5,-138.2053985595703
8301,-0.41228538751602173,-0.22104568779468536,-0.5,-136.47708129882812
8401,-0.4219622015953064,-0.22089317440986633,-0.5,-124.07121276855469
8501,-0.43005335330963135,-0.24337291717529297,-0.5,-160.35665893554688
8601,-0.451366126537323,-0.2775105834007263,-0.5,-115.61643981933594
8701,-0.47452428936958313,-0.2751820981502533,-0.5,-133.44793701171875
8801,-0.48022785782814026,-0.2924686670303345,-0.5,-151.8855438232422
8901,-0.4601982533931732,-0.31781789660453796,-0.5,-143.6121368408203
9001,-0.48929405212402344,-0.30265963077545166,-0.5,-148.88168334960938
9101,-0.47096505761146545,-0.32458028197288513,-0.5,-171.1458740234375
9201,-0.4517956078052521,-0.36019691824913025,-0.5,-164.8333740234375
9301,-0.4613335132598877,-0.3509584665298462,-0.5,-172.8126678466797
9401,-0.48644670844078064,-0.35422366857528687,-0.5,-134.27764892578125
9501,-0.47725722193717957,-0.36538442969322205,-0.5,-151.73297119140625
9601,-0.5084663033485413,-0.36077430844306946,-0.5,-205.44752502441406
9701,-0.5368231534957886,-0.3522319495677948,-0.5,-182.2306671142578
9801,-0.5456839799880981,-0.34624210000038147,-0.5,-178.20623779296875
9901,-0.5469947457313538,-0.35419657826423645,-0.5,-170.63998413085938
10001,-0.5555450320243835,-0.3636731505393982,-0.5,-177.67068481445312
10101,-0.5685892105102539,-0.3649442195892334,-0.5,-202.20713806152344
10201,-0.603626549243927,-0.35208770632743835,-0.5,-211.9146728515625
10301,-0.628227710723877,-0.3624824285507202,-0.5,-185.08132934570312
10401,-0.631341814994812,-0.3749009370803833,-0.5,-206.65538024902344
10501,-0.639013409614563,-0.3928104639053345,-0.5,-176.66949462890625
10601,-0.6224172115325928,-0.4149029552936554,-0.5,-219.09011840820312
10701,-0.6388555765151978,-0.4047988951206207,-0.5,-200.81808471679688
10801,-0.6626717448234558,-0.40188056230545044,-0.5,-208.62081909179688
10901,-0.6760440468788147,-0.3947850465774536,-0.5,-189.9822235107422
11001,-0.6708107590675354,-0.4074876606464386,-0.5,-203.29620361328125
11101,-0.6859243512153625,-0.39480918645858765,-0.5,-186.77781677246094
11201,-0.6779596209526062,-0.40093109011650085,-0.5,-197.45584106445312
11301,-0.6856176853179932,-0.4028773605823517,-0.5,-206.8578338623047
11401,-0.692569375038147,-0.4069801867008209,-0.5,-200.1302490234375
11501,-0.6895791292190552,-0.4158368408679962,-0.5,-190.83937072753906
11601,-0.6943612694740295,-0.4102284908294678,-0.5,-212.95379638671875
11701,-0.7148775458335876,-0.4134345054626465,-0.5,-213.57540893554688
11801,-0.7274177670478821,-0.4065835475921631,-0.5,-213.519287109375
11901,-0.7248404622077942,-0.4199746549129486,-0.5,-201.68365478515625
12001,-0.722088634967804,-0.4386759102344513,-0.5,-201.18411254882812
12101,-0.7366096377372742,-0.44008105993270874,-0.5,-247.59317016601562
12201,-0.7434645891189575,-0.44499826431274414,-0.5,-225.55831909179688
12301,-0.7440769672393799,-0.44936463236808777,-0.5,-249.93991088867188
12401,-0.7291373610496521,-0.4580833315849304,-0.5,-215.6927032470703
12501,-0.7383120059967041,-0.46326324343681335,-0.5,-220.82423400878906
12601,-0.7342076301574707,-0.4776705205440521,-0.5,-227.0475311279297
12701,-0.736141562461853,-0.47999972105026245,-0.5,-239.02630615234375
12801,-0.7219099998474121,-0.5100222826004028,-0.5,-265.3470458984375
12901,-0.7366419434547424,-0.5186300873756409,-0.5,-248.47616577148438
13001,-0.7448884844779968,-0.5003300309181213,-0.5,-222.2388458251953
13101,-0.7400897145271301,-0.5076360106468201,-0.5,-249.0589599609375
13201,-0.747861385345459,-0.5123263597488403,-0.5,-255.8661651611328
13301,-0.7520049810409546,-0.5208947062492371,-0.5,-286.06268310546875
13401,-0.7768642902374268,-0.5237807035446167,-0.5,-301.6071472167969
13501,-0.780720055103302,-0.5353291034698486,-0.5,-259.8990783691406
13601,-0.7923886775970459,-0.5410445332527161,-0.5,-273.049072265625
13701,-0.7945041656494141,-0.5495603680610657,-0.5,-285.8639831542969
13801,-0.803148090839386,-0.5549928545951843,-0.5,-293.7613220214844
13901,-0.8128712177276611,-0.5718069076538086,-0.5,-283.80035400390625
14001,-0.8069267272949219,-0.5990820527076721,-0.5,-282.35760498046875
14101,-0.8205624222755432,-0.6021832823753357,-0.5,-299.1047668457031
14201,-0.8170464634895325,-0.6235892176628113,-0.5,-304.7002258300781
14301,-0.8293945789337158,-0.6200307011604309,-0.5,-313.2644348144531
14401,-0.8571640253067017,-0.6180320382118225,-0.5,-320.95660400390625
14501,-0.8542937636375427,-0.6310853362083435,-0.5,-306.5578308105469
14601,-0.8671753406524658,-0.6318848729133606,-0.5,-321.988525390625
14701,-0.8795559406280518,-0.6270332336425781,-0.5,-281.2507019042969
14801,-0.867582380771637,-0.6320744752883911,-0.5,-307.8996276855469
14901,-0.8907082676887512,-0.6174595952033997,-0.5,-257.1932373046875
15001,-0.8951770067214966,-0.6151481866836548,-0.5,-329.44189453125
15101,-0.8942565321922302,-0.6216195225715637,-0.5,-312.3367614746094
15201,-0.9020867943763733,-0.6199524998664856,-0.5,-342.0752258300781
15301,-0.8915593028068542,-0.6299313306808472,-0.5,-327.31732177734375
15401,-0.897851288318634,-0.6462186574935913,-0.5,-340.6235046386719
15501,-0.8866899609565735,-0.66105717420578,-0.5,-340.6106262207031
15601,-0.8937915563583374,-0.6555070281028748,-0.5,-337.48193359375
15701,-0.8907701373100281,-0.656639575958252,-0.5,-350.01318359375
15801,-0.8823226094245911,-0.6614812016487122,-0.5,-344.1144714355469
15901,-0.8985356688499451,-0.6560546159744263,-0.5,-328.35302734375
16001,-0.8804746866226196,-0.6766771078109741,-0.5,-326.2212219238281
16101,-0.8770158886909485,-0.6687621474266052,-0.5,-343.45941162109375
16201,-0.8757178783416748,-0.6709590554237366,-0.5,-329.51641845703125
16301,-0.8863873481750488,-0.6712562441825867,-0.5,-344.1953430175781
16401,-0.8890785574913025,-0.6696369647979736,-0.5,-342.21307373046875
16501,-0.884265124797821,-0.6720761656761169,-0.5,-316.95697021484375
16601,-0.873378574848175,-0.6690446138381958,-0.5,-321.3194274902344
16701,-0.8693349361419678,-0.6621003746986389,-0.5,-331.16265869140625
16801,-0.8809664249420166,-0.6647781729698181,-0.5,-339.30938720703125
16901,-0.8796467781066895,-0.669359564781189,-0.5,-311.5139465332031
17001,-0.8969433307647705,-0.6560927629470825,-0.5,-346.4612121582031
17101,-0.8989644050598145,-0.6706782579421997,-0.5,-338.0859680175781
17201,-0.9049836993217468,-0.6648101806640625,-0.5,-332.3847351074219
17301,-0.9174243211746216,-0.6553195118904114,-0.5,-305.2784423828125
17401,-0.9166591763496399,-0.6523951888084412,-0.5,-306.74298095703125
17501,-0.8981106877326965,-0.6717816591262817,-0.5,-361.03338623046875
17601,-0.8919704556465149,-0.6755964756011963,-0.5,-327.90960693359375
17701,-0.9204843044281006,-0.6529829502105713,-0.5,-344.8968505859375
17801,-0.9155668616294861,-0.6584838032722473,-0.5,-343.7891845703125
17901,-0.8994527459144592,-0.6680498719215393,-0.5,-330.0911865234375
18001,-0.9209930300712585,-0.6472896933555603,-0.5,-301.7315673828125
18101,-0.9122727513313293,-0.6637197732925415,-0.5,-308.5914611816406
18201,-0.9325581789016724,-0.6571925282478333,-0.5,-328.70501708984375
18301,-0.9422293305397034,-0.6592855453491211,-0.5,-312.26971435546875
18401,-0.9369634389877319,-0.6630587577819824,-0.5,-323.46710205078125
18501,-0.908909261226654,-0.6871997714042664,-0.5,-342.899658203125
18601,-0.9195463061332703,-0.6803392767906189,-0.5,-344.5419921875
18701,-0.9085084199905396,-0.6871130466461182,-0.5,-330.8293762207031
18801,-0.90791916847229,-0.6881003379821777,-0.5,-339.46234130859375
18901,-0.9340963363647461,-0.6617075800895691,-0.5,-323.16900634765625
19001,-0.9331202507019043,-0.6697964668273926,-0.5,-344.7774353027344
19101,-0.9411877989768982,-0.666954755783081,-0.5,-329.5871276855469
19201,-0.9479244351387024,-0.6625713109970093,-0.5,-346.3208923339844
19301,-0.9355921745300293,-0.6660546064376831,-0.5,-323.0278015136719
19401,-0.9194393754005432,-0.6853856444358826,-0.5,-333.7384338378906
19501,-0.9016969203948975,-0.6951102614402771,-0.5,-350.0948791503906
19601,-0.8974972367286682,-0.7150377631187439,-0.5,-364.0235900878906
19701,-0.8989709615707397,-0.7083184123039246,-0.5,-331.328857421875
19801,-0.9068376421928406,-0.7087375521659851,-0.5,-347.62469482421875
19901,-0.9062498807907104,-0.7159256339073181,-0.5,-332.4806213378906
